id,true_positive,false_positive,false_negative,true_negative,sensitivity,specificity,prevalence,ppv,npv,fpr,threat_score,accuracy,balanced_accuracy,F1,MCC,informedness,markedness,fit_time_mean,fit_time_std,score_time_mean,score_time_std,test_accuracy_mean,test_accuracy_std,train_accuracy_mean,train_accuracy_std,test_recall_mean,test_recall_std,train_recall_mean,train_recall_std,test_precision_mean,test_precision_std,train_precision_mean,train_precision_std,test_roc_auc_mean,test_roc_auc_std,train_roc_auc_mean,train_roc_auc_std,test_f1_mean,test_f1_std,train_f1_mean,train_f1_std,feature,event
CAE-HRD,188,284,228,748,0.45,0.72,0.28729282,0.3983,0.7664,0.2752,0.2686,0.6464,0.5884,0.4234,0.1706,0.17,0.1647,4.3718,0.133,0.0418,0.0002,0.6464,0.0378,0.9863,0.0013,0.4519,0.0937,0.9976,0.0008,0.3966,0.0631,0.9565,0.0042,0.6338,0.0547,0.9993,0.0004,0.4213,0.0735,0.9766,0.0022,CAE,HRD
CAE-HRH,281,265,234,668,0.55,0.72,0.35566298,0.5147,0.7406,0.284,0.3603,0.6554,0.6308,0.5297,0.2584,0.27,0.2553,4.2047,0.0831,0.0417,0.0001,0.6554,0.0431,0.9903,0.0023,0.5454,0.0594,0.9901,0.0026,0.5161,0.0598,0.9829,0.0052,0.6782,0.0462,0.9995,0.0002,0.5297,0.0568,0.9865,0.0032,CAE,HRH
CVAE-NWPTY,335,401,354,358,0.49,0.47,0.47582873,0.4552,0.5028,0.5283,0.3073,0.4786,0.4789,0.4702,-0.0421,-0.04,-0.042,0.2824,0.004,0.0417,0.0001,0.4786,0.0455,1.0,0.0,0.4864,0.0485,1.0,0.0,0.458,0.0436,1.0,0.0,0.4811,0.0483,1.0,0.0,0.4702,0.036,1.0,0.0,CVAE,NWPTY
CVAE-FT,83,384,156,825,0.35,0.68,0.16505525,0.1777,0.841,0.3176,0.1332,0.6271,0.5148,0.2351,0.0236,0.03,0.0187,0.2395,0.0035,0.0419,0.0001,0.6271,0.0339,1.0,0.0,0.3473,0.0791,1.0,0.0,0.178,0.0317,1.0,0.0,0.5057,0.0381,1.0,0.0,0.2341,0.0424,1.0,0.0,CVAE,FT
CVAE-NE,164,423,305,556,0.35,0.57,0.32389503,0.2794,0.6458,0.4321,0.1839,0.4972,0.4588,0.3106,-0.0785,-0.08,-0.0748,0.2704,0.0035,0.0417,0.0002,0.4972,0.0418,1.0,0.0,0.3496,0.0471,1.0,0.0,0.2809,0.0429,1.0,0.0,0.4543,0.0483,1.0,0.0,0.311,0.0431,1.0,0.0,CVAE,NE
CVAE-SWF,147,435,246,620,0.37,0.59,0.27140884,0.2526,0.7159,0.4123,0.1775,0.5297,0.4809,0.3015,-0.0347,-0.04,-0.0315,0.2578,0.0054,0.0416,0.0001,0.5297,0.0534,1.0,0.0,0.3742,0.0594,1.0,0.0,0.2551,0.046,1.0,0.0,0.4953,0.0596,1.0,0.0,0.3027,0.0501,1.0,0.0,CVAE,SWF
CVAE-HRD,166,409,250,623,0.4,0.6,0.28729282,0.2887,0.7136,0.3963,0.2012,0.5449,0.5014,0.335,0.0025,0.0,0.0023,0.2581,0.0037,0.0425,0.002,0.5449,0.0335,1.0,0.0,0.3989,0.0555,1.0,0.0,0.2891,0.0331,1.0,0.0,0.4997,0.0316,1.0,0.0,0.3344,0.0387,1.0,0.0,CVAE,HRD
CVAE-HRH,234,388,281,545,0.45,0.58,0.35566298,0.3762,0.6598,0.4159,0.2591,0.538,0.5193,0.4116,0.0372,0.03,0.036,0.2612,0.0046,0.0416,0.0001,0.538,0.0237,1.0,0.0,0.4544,0.0673,1.0,0.0,0.375,0.0324,1.0,0.0,0.5324,0.0381,1.0,0.0,0.41,0.0449,1.0,0.0,CVAE,HRH
Pretrained-BigEarth-NWPTY,506,168,183,591,0.73,0.78,0.47582873,0.7507,0.7636,0.2213,0.5904,0.7576,0.7565,0.7425,0.5137,0.51,0.5143,2.2605,0.0333,0.0418,0.0001,0.7576,0.0428,0.9534,0.0031,0.7345,0.0626,0.9452,0.0058,0.7506,0.0417,0.9564,0.0039,0.834,0.0377,0.9914,0.0009,0.7418,0.0492,0.9508,0.0034,Pretrained-BigEarth,NWPTY
Pretrained-BigEarth-FT,83,216,156,993,0.35,0.82,0.16505525,0.2776,0.8642,0.1787,0.1824,0.7431,0.5843,0.3086,0.1546,0.17,0.1418,3.2316,0.0538,0.042,0.0002,0.7431,0.0269,0.9542,0.0013,0.3462,0.1126,1.0,0.0,0.2747,0.0779,0.7828,0.005,0.6504,0.0569,0.997,0.0005,0.3043,0.0881,0.8781,0.0031,Pretrained-BigEarth,FT
Pretrained-BigEarth-NE,303,247,166,732,0.65,0.75,0.32389503,0.5509,0.8151,0.2523,0.4232,0.7148,0.6969,0.5947,0.3797,0.4,0.366,2.7874,0.0341,0.0419,0.0002,0.7148,0.0396,0.929,0.004,0.646,0.0608,0.9718,0.0047,0.5526,0.0573,0.8358,0.0073,0.7565,0.0422,0.9853,0.0014,0.5948,0.0542,0.8987,0.0055,Pretrained-BigEarth,NE
Pretrained-BigEarth-SWF,312,170,81,885,0.79,0.84,0.27140884,0.6473,0.9161,0.1611,0.5542,0.8267,0.8164,0.7131,0.5971,0.63,0.5634,2.4473,0.056,0.0417,0.0001,0.8267,0.0237,0.9566,0.0022,0.7938,0.0783,0.9969,0.0008,0.6504,0.0413,0.8643,0.006,0.8998,0.0234,0.9972,0.0004,0.7122,0.0408,0.9258,0.0036,Pretrained-BigEarth,SWF
Pretrained-BigEarth-HRD,174,327,242,705,0.42,0.68,0.28729282,0.3473,0.7445,0.3169,0.2342,0.607,0.5507,0.3795,0.0965,0.1,0.0918,3.0733,0.0474,0.042,0.0002,0.607,0.0346,0.9245,0.0035,0.4181,0.0671,0.9661,0.0066,0.3478,0.0443,0.8086,0.0101,0.5712,0.0465,0.9817,0.0013,0.3785,0.0501,0.8803,0.0045,Pretrained-BigEarth,HRD
Pretrained-BigEarth-HRH,286,283,229,650,0.56,0.7,0.35566298,0.5026,0.7395,0.3033,0.3584,0.6464,0.626,0.5277,0.247,0.26,0.2421,2.8087,0.0339,0.042,0.0002,0.6464,0.0277,0.9223,0.0021,0.5553,0.046,0.9517,0.0061,0.5058,0.039,0.8485,0.0047,0.6705,0.0391,0.9797,0.0013,0.5275,0.0262,0.8971,0.0027,Pretrained-BigEarth,HRH
Pretrained-ImageNet-NWPTY,540,136,149,623,0.78,0.82,0.47582873,0.7988,0.807,0.1792,0.6545,0.8032,0.8023,0.7912,0.6052,0.6,0.6058,4.9875,0.0813,0.0418,0.0001,0.8032,0.0228,0.9926,0.0015,0.7837,0.047,0.9876,0.0019,0.8011,0.037,0.9967,0.0019,0.8891,0.0231,0.9998,0.0001,0.7909,0.0252,0.9921,0.0015,Pretrained-ImageNet,NWPTY
Pretrained-ImageNet-FT,100,201,139,1008,0.42,0.83,0.16505525,0.3322,0.8788,0.1663,0.2273,0.7652,0.6261,0.3704,0.2307,0.25,0.211,7.4163,0.3022,0.0417,0.0002,0.7652,0.0351,0.9781,0.0027,0.4187,0.0781,1.0,0.0,0.3401,0.0663,0.8832,0.0127,0.6969,0.0575,0.9994,0.0002,0.371,0.058,0.9379,0.0072,Pretrained-ImageNet,FT
Pretrained-ImageNet-NE,269,236,200,743,0.57,0.76,0.32389503,0.5327,0.7879,0.2411,0.3816,0.6989,0.6662,0.5524,0.3265,0.33,0.3206,6.5413,0.16,0.0418,0.0001,0.6988,0.0391,0.9739,0.0024,0.5735,0.0564,0.9929,0.0033,0.5361,0.061,0.9311,0.0044,0.7461,0.0455,0.9973,0.0003,0.5527,0.051,0.961,0.0036,Pretrained-ImageNet,NE
Pretrained-ImageNet-SWF,300,138,93,917,0.76,0.87,0.27140884,0.6849,0.9079,0.1308,0.565,0.8405,0.8163,0.722,0.6124,0.63,0.5928,4.3615,0.1455,0.0417,0.0001,0.8405,0.0333,0.9894,0.0012,0.7638,0.0831,1.0,0.0,0.6881,0.0623,0.9625,0.004,0.9074,0.0252,1.0,0.0,0.7215,0.0587,0.9809,0.0021,Pretrained-ImageNet,SWF
Pretrained-ImageNet-HRD,161,324,255,708,0.39,0.69,0.28729282,0.332,0.7352,0.314,0.2176,0.6001,0.5365,0.3574,0.0701,0.08,0.0672,7.7222,0.1675,0.0418,0.0001,0.6002,0.0412,0.9614,0.0036,0.387,0.0748,0.9909,0.0034,0.3326,0.0576,0.8878,0.0088,0.5628,0.0462,0.9962,0.0006,0.3564,0.0621,0.9365,0.0057,Pretrained-ImageNet,HRD
Pretrained-ImageNet-HRH,269,294,246,639,0.52,0.68,0.35566298,0.4778,0.722,0.3151,0.3325,0.6271,0.6036,0.4991,0.2035,0.2,0.1998,6.9744,0.1463,0.0417,0.0001,0.627,0.0469,0.9632,0.0031,0.5222,0.0871,0.9888,0.003,0.4785,0.0595,0.9146,0.0068,0.6273,0.0619,0.9954,0.0009,0.4975,0.0658,0.9502,0.004,Pretrained-ImageNet,HRH
