id,true_positive,false_positive,false_negative,true_negative,sensitivity,specificity,prevalence,ppv,npv,fpr,threat_score,accuracy,balanced_accuracy,F1,MCC,informedness,markedness,fit_time_mean,fit_time_std,score_time_mean,score_time_std,test_accuracy_mean,test_accuracy_std,train_accuracy_mean,train_accuracy_std,test_recall_mean,test_recall_std,train_recall_mean,train_recall_std,test_precision_mean,test_precision_std,train_precision_mean,train_precision_std,test_roc_auc_mean,test_roc_auc_std,train_roc_auc_mean,train_roc_auc_std,test_f1_mean,test_f1_std,train_f1_mean,train_f1_std,feature,event
CAE-HRD,191,282,225,750,0.46,0.73,0.28729282,0.4038,0.7692,0.2733,0.2736,0.6499,0.5929,0.4297,0.1793,0.19,0.173,1.3822,0.1488,0.0611,0.0002,0.6499,0.0236,0.9734,0.0026,0.4592,0.0808,0.9952,0.0023,0.4013,0.0433,0.9192,0.0087,0.6356,0.0506,0.9981,0.0005,0.4273,0.0586,0.9557,0.0041,CAE,HRD
CAE-HRH,282,262,233,671,0.55,0.72,0.35566298,0.5184,0.7423,0.2808,0.3629,0.6581,0.6334,0.5326,0.2637,0.27,0.2607,1.2368,0.0425,0.0608,0.0001,0.6582,0.0419,0.9792,0.0017,0.5474,0.0588,0.9806,0.0026,0.5202,0.0565,0.9617,0.0038,0.6837,0.0475,0.9979,0.0003,0.5325,0.0537,0.9711,0.0024,CAE,HRH
CVAE-NWPTY,320,392,369,367,0.46,0.48,0.47582873,0.4494,0.4986,0.5165,0.296,0.4744,0.474,0.4568,-0.052,-0.06,-0.052,0.1252,0.0022,0.0609,0.0002,0.4745,0.0433,1.0,0.0,0.4646,0.0477,1.0,0.0,0.4523,0.0413,1.0,0.0,0.4807,0.0481,1.0,0.0,0.4567,0.0342,1.0,0.0,CVAE,NWPTY
CVAE-FT,32,160,207,1049,0.13,0.87,0.16505525,0.1667,0.8352,0.1323,0.0802,0.7465,0.5008,0.1485,0.0017,0.0,0.0019,0.1329,0.0047,0.0608,0.0001,0.7466,0.0268,1.0,0.0,0.1339,0.0946,1.0,0.0,0.1589,0.1031,1.0,0.0,0.4929,0.0352,1.0,0.0,0.1443,0.0971,1.0,0.0,CVAE,FT
CVAE-NE,127,325,342,654,0.27,0.67,0.32389503,0.281,0.6566,0.332,0.1599,0.5394,0.4694,0.2758,-0.0618,-0.06,-0.0624,0.1274,0.0031,0.0625,0.0051,0.5394,0.038,1.0,0.0,0.2707,0.0509,1.0,0.0,0.2827,0.0451,1.0,0.0,0.453,0.0496,1.0,0.0,0.2752,0.0438,1.0,0.0,CVAE,NE
CVAE-SWF,93,271,300,784,0.24,0.74,0.27140884,0.2555,0.7232,0.2569,0.1401,0.6057,0.4899,0.2457,-0.0207,-0.02,-0.0213,0.1228,0.0044,0.0608,0.0001,0.6057,0.0334,1.0,0.0,0.2369,0.0441,1.0,0.0,0.2574,0.0402,1.0,0.0,0.492,0.0622,1.0,0.0,0.2453,0.0386,1.0,0.0,CVAE,SWF
CVAE-HRD,114,278,302,754,0.27,0.73,0.28729282,0.2908,0.714,0.2694,0.1643,0.5994,0.5023,0.2822,0.0047,0.0,0.0048,0.1276,0.0089,0.0607,0.0001,0.5994,0.0226,1.0,0.0,0.2739,0.0359,1.0,0.0,0.2915,0.0271,1.0,0.0,0.5034,0.0372,1.0,0.0,0.2814,0.0277,1.0,0.0,CVAE,HRD
CVAE-HRH,198,328,317,605,0.38,0.65,0.35566298,0.3764,0.6562,0.3516,0.2349,0.5546,0.5165,0.3804,0.0328,0.03,0.0326,0.1255,0.0032,0.0608,0.0001,0.5546,0.0289,1.0,0.0,0.3845,0.0595,1.0,0.0,0.3755,0.0456,1.0,0.0,0.5317,0.0415,1.0,0.0,0.3793,0.0505,1.0,0.0,CVAE,HRH
Pretrained-BigEarth-NWPTY,503,161,186,598,0.73,0.79,0.47582873,0.7575,0.7628,0.2121,0.5918,0.7604,0.759,0.7435,0.5191,0.52,0.5203,0.6601,0.123,0.0608,0.0001,0.7604,0.0406,0.9308,0.0042,0.7301,0.0627,0.9157,0.0063,0.7578,0.0402,0.9374,0.0043,0.8384,0.0359,0.9817,0.0011,0.7428,0.047,0.9264,0.0046,Pretrained-BigEarth,NWPTY
Pretrained-BigEarth-FT,84,222,155,987,0.35,0.82,0.16505525,0.2745,0.8643,0.1836,0.1822,0.7396,0.5839,0.3083,0.1526,0.17,0.1388,0.7701,0.0631,0.0607,0.0001,0.7396,0.0261,0.9362,0.002,0.3504,0.1231,0.9977,0.0031,0.2703,0.0758,0.7221,0.0061,0.6534,0.0669,0.9914,0.0006,0.302,0.0877,0.8378,0.0045,Pretrained-BigEarth,FT
Pretrained-BigEarth-NE,310,253,159,726,0.66,0.74,0.32389503,0.5506,0.8203,0.2584,0.4294,0.7155,0.7013,0.6008,0.3864,0.4,0.3709,0.6976,0.0566,0.0608,0.0001,0.7154,0.0414,0.9015,0.0057,0.6609,0.0533,0.9495,0.0045,0.5522,0.0576,0.7894,0.0106,0.7634,0.0437,0.9714,0.0017,0.6013,0.0542,0.8621,0.0073,Pretrained-BigEarth,NE
Pretrained-BigEarth-SWF,321,180,72,875,0.82,0.83,0.27140884,0.6407,0.924,0.1706,0.5602,0.826,0.8231,0.7181,0.6041,0.65,0.5647,0.5288,0.0527,0.0608,0.0001,0.826,0.0259,0.9344,0.0039,0.8167,0.0752,0.9952,0.0013,0.6438,0.0432,0.8078,0.0091,0.9011,0.0232,0.9926,0.0007,0.7175,0.0414,0.8917,0.0057,Pretrained-BigEarth,SWF
Pretrained-BigEarth-HRD,180,333,236,699,0.43,0.68,0.28729282,0.3509,0.7476,0.3227,0.2403,0.607,0.555,0.3875,0.1041,0.11,0.0985,0.7478,0.0833,0.0608,0.0001,0.607,0.0436,0.8988,0.005,0.4324,0.0721,0.9428,0.0087,0.3525,0.0516,0.7618,0.0114,0.5746,0.0492,0.9673,0.0017,0.3869,0.0559,0.8426,0.0064,Pretrained-BigEarth,HRD
Pretrained-BigEarth-HRH,293,286,222,647,0.57,0.69,0.35566298,0.506,0.7445,0.3065,0.3658,0.6492,0.6312,0.5356,0.2564,0.26,0.2505,0.6772,0.1443,0.0608,0.0002,0.6492,0.0321,0.8912,0.0039,0.5689,0.0368,0.9225,0.0047,0.5101,0.0425,0.8016,0.0072,0.6782,0.0414,0.9622,0.0015,0.5361,0.024,0.8578,0.0045,Pretrained-BigEarth,HRH
Pretrained-ImageNet-NWPTY,536,129,153,630,0.78,0.83,0.47582873,0.806,0.8046,0.17,0.6553,0.8052,0.804,0.7917,0.6093,0.61,0.6106,1.3984,0.1344,0.0608,0.0001,0.8053,0.0185,0.9841,0.002,0.7779,0.055,0.9734,0.0029,0.8087,0.0346,0.9931,0.0019,0.8919,0.0226,0.9989,0.0002,0.791,0.0244,0.9831,0.0021,Pretrained-ImageNet,NWPTY
Pretrained-ImageNet-FT,99,209,140,1000,0.41,0.83,0.16505525,0.3214,0.8772,0.1729,0.221,0.759,0.6207,0.362,0.2189,0.24,0.1986,1.1846,0.2511,0.0608,0.0001,0.759,0.0297,0.9636,0.0026,0.4145,0.077,1.0,0.0,0.3254,0.0572,0.8196,0.0108,0.702,0.0561,0.9976,0.0004,0.3619,0.0563,0.9008,0.0065,Pretrained-ImageNet,FT
Pretrained-ImageNet-NE,274,244,195,735,0.58,0.75,0.32389503,0.529,0.7903,0.2492,0.3843,0.6968,0.6675,0.5552,0.327,0.33,0.3193,1.6003,0.0952,0.0609,0.0001,0.6968,0.0406,0.955,0.0022,0.5842,0.061,0.9822,0.0032,0.5324,0.0602,0.8903,0.0048,0.755,0.046,0.9929,0.0006,0.5554,0.0523,0.934,0.0031,Pretrained-ImageNet,NE
Pretrained-ImageNet-SWF,301,141,92,914,0.77,0.87,0.27140884,0.681,0.9085,0.1336,0.5637,0.8391,0.8161,0.721,0.6105,0.64,0.5895,1.2278,0.1256,0.0607,0.0001,0.8391,0.0291,0.9825,0.0016,0.7662,0.0595,1.0,0.0,0.6856,0.0612,0.9395,0.0053,0.9091,0.0254,0.9997,0.0001,0.7214,0.0457,0.9688,0.0028,Pretrained-ImageNet,SWF
Pretrained-ImageNet-HRD,163,318,253,714,0.39,0.69,0.28729282,0.3389,0.7384,0.3081,0.2221,0.6057,0.5418,0.3634,0.0804,0.08,0.0773,1.7237,0.0946,0.0614,0.0002,0.6057,0.0348,0.9428,0.0029,0.3918,0.082,0.9826,0.0022,0.3378,0.052,0.8439,0.0069,0.5684,0.0445,0.9906,0.0011,0.3613,0.0618,0.908,0.0044,Pretrained-ImageNet,HRD
Pretrained-ImageNet-HRH,268,303,247,630,0.52,0.68,0.35566298,0.4694,0.7184,0.3248,0.3276,0.6202,0.5978,0.4936,0.1916,0.2,0.1878,1.8134,0.1944,0.0617,0.0004,0.6201,0.0441,0.9436,0.0054,0.5202,0.0896,0.9735,0.0051,0.4691,0.0558,0.8806,0.0097,0.6342,0.0608,0.9885,0.0013,0.4915,0.0655,0.9247,0.0069,Pretrained-ImageNet,HRH
